id;conversation_id;created_at;user_id;username;label;tweet
1,58E+18;1,58E+18;2022-10-15 02:02:54 SE Asia Standard Time;124614401;rprtma;POSITIF;Yang mesti diganti dari Sepakbola Indonesia sih sistem dan tata kelola nya. Kalo bisa PSSI itu independen, bukan klub kub yg nentuin, klub tinggal maen aja. Dari PSSI pilih operator liganya, operator ga bisa ugal2an karena harus ikutin SOP dr sistem yang ada.
1,58E+18;1,58E+18;2022-10-15 01:56:30 SE Asia Standard Time;395156358;ginting_arifin;POSITIF;Terima kasih, TGIPF. Yuk bisa yuk, @PSSI.
1,58E+18;1,58E+18;2022-10-15 01:54:33 SE Asia Standard Time;1,56E+18;nflnbanews22;POSITIF;Indonesia tragedy: FIFA, PSSI to form taskforce #Nba #Basketball #nbaleague #sportstrending# nflprediction #nfl #trendingtopics,#fans,#fan,#team,#skysports,#sport,#football,#foxsports,#usa,#today  https://t.co/FQ0QWHKTP3
1,58E+18;1,58E+18;2022-10-15 01:53:20 SE Asia Standard Time;8,45E+17;bangizulfikar;POSITIF;@gberrboy_id @The_RedsIndo Momentum buat bikin exco dan kepengurusannya turun gak akan datang 2x. Lebih baik STY/Pemain cabut atau bahkan peringkat fifa turun, dengan imbal balik kedepannya PSSI dan persepakbolaan bisa lebih baik.
1,58E+18;1,58E+18;2022-10-15 01:51:24 SE Asia Standard Time;1,46E+18;merpatislot88;POSITIF;"YUK DUKUNG JAGOAN MU &amp; SEGERA MAINKAN DI MERPATISLOT88 ☞  https://t.co/MxcVWu8bAA  #slotgacor #rtpslotgacor #rtp #gacor #viral #fyp #fecebook #maxwin #slotgames #mixparlay #pragmatic #habanero #sepakbola #jackpot #togel #totomacau #prediksi #liga1 #pssi #bola #sepakbola #kdtr  https://t.co/J1bPWVMjMZ"
1,58E+18;1,58E+18;2022-10-15 01:50:31 SE Asia Standard Time;492712030;nagabonar_21;POSITIF;"@psi_id Gak tau malu ya ini partai upil, Pak Ganjarnya aja gak tau apa itu PSI taunya cuma PSSI, dan Mbak Yeni juga dukung Anis, gimana ini bero &amp; sosis ?"
1,58E+18;1,58E+18;2022-10-15 01:49:55 SE Asia Standard Time;738862938;muhrafli27;NEGATIF;@MataNajwa Ngerti ga @PSSI @iriawan84 masa gangerti sih masa ga malu sih masa ga peduli sih? Sty ikut keluar juga sekalian gapapa yg serombongan itu kalo mau keluar krn pak ketum cabut juga silahkan. Gw mau liat bola indonesia dengan aman dan menyenangkan bukan jadi ajang mematikan
1,58E+18;1,58E+18;2022-10-15 01:49:52 SE Asia Standard Time;124614401;rprtma;POSITIF;Gue agak skeptis, misal PSSI dirombak tim barunya jg malah ikutan bobrok. Malah naikin orang baru yg pengen dpt kekuasaan 🤔
1,58E+18;1,58E+18;2022-10-15 01:48:35 SE Asia Standard Time;1,34E+18;ribak11192669;NEGATIF;@AlionelMessi_ Ketum PSSI sdh sering dikudeta namun prestasi bola Indonesia justru makin jeblok. Sudahlah, kembali aja ke liga tarkam sbg habitat asli bola indon ...
1,58E+18;1,58E+18;2022-10-15 01:48:14 SE Asia Standard Time;1,39E+18;agustin14384123;NEGATIF;@idextratime @PSSI bingung juga katanya di PSSI gada duitnya, tp pada mati matian pertahanin bangkunya 🤣🤣
1,58E+18;1,58E+18;2022-10-15 01:47:04 SE Asia Standard Time;1,39E+18;agustin14384123;POSITIF;@Moh4Ridloh @idextratime @PSSI tujuan mereka itu karena mau tau admin MW siapa 🤣 dari karakter aja udah ketauan mau nyerang pribadi admin MW
1,58E+18;1,58E+18;2022-10-15 01:46:03 SE Asia Standard Time;81361669;iqbalroman;POSITIF;@idextratime Bubarkan PSSI !! Gasss bikin Baru IFA (Indonesian Football Association) tanpa orang-orang lama lagi !!🤘
1,58E+18;1,58E+18;2022-10-15 00:24:39 SE Asia Standard Time;1,35E+18;pemburu__tikus;NEGATIF;@The_RedsIndo Bandar judi dah ketangkap, nanti coba suruh nanya siapa aja orang PSSI yg main terlibat judi bola
1,58E+18;1,58E+18;2022-10-15 00:24:03 SE Asia Standard Time;1,18E+18;bb_sports_id;POSITIF;Menpora: Temuan TGIPF Akan Disampaikan ke Presiden FIFA  https://t.co/UzoLNWlRFn baca juga berita dari media lainnya di Indonesia di  https://t.co/GkwQxRUMd1   #menpora #zainudinamali #tgipf #gianniinfantino #fifa #tragedikanjuruhan #pssi
1,58E+18;1,58E+18;2022-10-15 00:22:17 SE Asia Standard Time;1,45E+18;bettaindonesia1;POSITIF;@Nir12345535 @ainurohman Tergantung FiFA nya ,pemerintah harus komunikasi lagi ke FIFA tentang hasil temuan TGIF, karena jelas pemerintah gk bisa intervensi PSSI, tapi pemerintah punya otoritas melindungi rakyat nya,
1,58E+18;1,58E+18;2022-10-15 00:22:01 SE Asia Standard Time;2794327166;mafiawasit;POSITIF;Dah ah ngantuk, besok pagi mau Fun Football di Pancoran Soccer Field.  Siapa tahu bisa keteMU Ketum SUporter dan mantan Plt. Sekjen PSSi dan mantan CEO PSS, bisa sekalian diskusi tentang sistem sepakbola Indonesia ke depan..
1,58E+18;1,58E+18;2022-10-15 00:21:56 SE Asia Standard Time;21481650;tmj_cal_manuf;POSITIF;Can you recommend anyone for this Plant Operations Team Members – GL job in Calgary, AB, Canada? Click the link in our bio to see it and more. Food Safety Team Member – General Labor (Night) at PSSI #FoodSafetyJobs #3rdShift
1,58E+18;1,58E+18;2022-10-15 00:21:54 SE Asia Standard Time;1,47E+18;latifstar24;POSITIF;@Julpikrar @syihab291 @_AwayDay @Persija_Jkt @syihab291 nah ini juga bang yang bisa membuat klub neken PSSI, klub juga pasti khawatir lah, semakin lama gak ngadain KLB semakin lama juga liga gak jalan. Mungkin nanti permasalahan berikutnya si voters milih calon yang layak atau tidak, itu perlu di teken sama para suporternya
1,58E+18;1,58E+18;2022-10-15 00:19:22 SE Asia Standard Time;9,40E+17;dedyhyoga;POSITIF;@tukangrosok___ @PSSI @iriawan84 Bintang bintang berjatuhan ..bintangnya salah orbit
1,58E+18;1,58E+18;2022-10-15 00:18:57 SE Asia Standard Time;1891993934;arisutrisna_ari;NEGATIF;@tvOneNews Ketum pssi wajib mundur beserta jajarannya wajib mundur jg
1,58E+18;1,58E+18;2022-10-15 00:15:03 SE Asia Standard Time;1,18E+18;bb_sports_id;POSITIF;TGIPF Mendesak PSSI agar Secepatnya Menggelar Kongres Luar Biasa  https://t.co/yuXxMZi8Iv baca juga berita dari media lainnya di Indonesia di  https://t.co/GkwQxScVr9   #klb #kongresluarbiasa #kongrespssi #mahfudmd #pssi #tgipf #indonesia
1,58E+18;1,58E+18;2022-10-15 00:14:30 SE Asia Standard Time;1,29E+18;muafakjar;NEGATIF;salut sama tim pgipf, udah bisa ngasi bukti hasil laporan investigasi yg masuk akal dan emg sesuai fakta lapangan juga dan sekaligus ngasih solusi tentang kepengurusan pssi yg hrusnya lebih punya hati dan empati buat tanggung jawab di tragedi ini
1,58E+18;1,58E+18;2022-10-15 00:13:30 SE Asia Standard Time;2890147814;biensenator2022;NEGATIF;@tukangrosok___ @PSSI @iriawan84 Keterlaluan Dan tidak tahu malu jika tidak mau mundur.🤔
1,58E+18;1,58E+18;2022-10-15 00:13:17 SE Asia Standard Time;1,34E+18;t_tunci;NEGATIF;@geloraco Klo begitu mundur saja dari ketua PSSI, karena itu juga kehendak Allah
1,58E+18;1,58E+18;2022-10-15 00:13:02 SE Asia Standard Time;1,05E+18;pssifoodsafety;POSITIF;Safe Foods, Daniel Lehmkuhl will be presenting on innovations in poultry scalder filtration for pathogen reduction at this year's Poultry Tech Summit in Atlanta, Georgia. View the full agenda and register today!  https://t.co/FcZDUC0Cu0  https://t.co/JctafrUOdG
1,58E+18;1,58E+18;2022-10-15 00:08:20 SE Asia Standard Time;1,27E+18;halfpastnoon_;POSITIF;@CandhiSP @PSSI testimoni adek2 lu  https://t.co/ZnlkCAk7Ah
1,58E+18;1,58E+18;2022-10-15 00:05:26 SE Asia Standard Time;1,13E+18;nite_owl123;POSITIF;@infotwitwor_ trnyata pengusaha mikir pssi juga ya. saya pikir pengusaha mikir usahanya aja.
1,58E+18;1,58E+18;2022-10-15 00:05:13 SE Asia Standard Time;1,50E+18;chabyzaina;NEGATIF;@NarasiNewsroom harusnya ketum mundur dr pssi dan proses hukum tetap dilanjutkan sampai tuntas.. @KEMENPORA_RI @DPR_RI @jokowi
1,58E+18;1,58E+18;2022-10-15 00:05:00 SE Asia Standard Time;1,57E+18;lllank22;POSITIF;@KEMENPORA_RI @PSSI  bgmna????? menpora mau ngimong pmrintah jgan iku campur????!!!!!!
1,58E+18;1,58E+18;2022-10-15 00:04:42 SE Asia Standard Time;7,46E+17;hayder_imron;POSITIF;@bantinxtulanx @Puthutea Plt menpora aja Ketum PSSI nya @Uki23 🤣🤣🤣🤣
1,58E+18;1,58E+18;2022-10-15 00:04:34 SE Asia Standard Time;496730915;tgrxardn;POSITIF;@hellobaal @PSSI @PSIMJOGJA @persisofficial @AremafcOfficial @MafiaWasit @fajarjun Sehat-sehat terus mas🔥
1,58E+18;1,58E+18;2022-10-15 00:04:08 SE Asia Standard Time;1,57E+18;mouchethung;NEGATIF;@KompasTV @mohmahfudmd @jokowi @PSSI BLOON GAK PUNYA MALU
1,58E+18;1,58E+18;2022-10-15 00:01:15 SE Asia Standard Time;1,43E+18;ermanto_nb;POSITIF;@Iyassiap @Persija_Jkt Jangan iwan doang dong bang, harus revolusi PSSI
1,58E+18;1,58E+18;2022-10-15 00:00:06 SE Asia Standard Time;209046256;sidiq90s;POSITIF;@idextratime @kumparan Revolusi pssi sekalian polri hahahaha nyawang tingkah lakune wong nduwuran² kono kok ra soyo pener malah soyo mletre 🤣
1,58E+18;1,58E+18;2022-10-14 20:12:22 SE Asia Standard Time;3221191056;masdjadoelmedan;POSITIF;@PSSI harus maju, tapi oknumnya yg tak becus wajib mundur
1,58E+18;1,58E+18;2022-10-14 10:48:35 SE Asia Standard Time;1,57E+18;mediakonteks;POSITIF;Presiden Jokowi telah merespons ancaman pelatih Timnas Indonesia Shin Tae-yong yang siap mundur jika Ketua Umum PSSI Mochamad Iriawan.   https://t.co/zu5IElcKqg
1,58E+18;1,58E+18;2022-10-14 10:46:40 SE Asia Standard Time;228929611;kholiqshaan;POSITIF;Pemain timnas sebelum bermain bola, kalian menyanyikan lagu Indonesia Raya. Bukan Hymne PSSI.   Kalian bertanding mewakili Indonesia.
1,58E+18;1,58E+18;2022-10-14 09:55:47 SE Asia Standard Time;2360350729;mip_miptahudin;POSITIF;@ditamoechtar_ Sekilas teteh mirip ketua pssi nya
1,58E+18;1,58E+18;2022-10-14 09:55:37 SE Asia Standard Time;175859035;h41___;POSITIF;cc @PSSI  Untuk pengamanan pertandingan
1,58E+18;1,58E+18;2022-10-14 09:55:05 SE Asia Standard Time;9,11E+17;pithenk1;NEGATIF;@panditfootball gak.respek sama pssi
1,58E+18;1,58E+18;2022-10-14 08:50:19 SE Asia Standard Time;626306017;tribunsuperball;POSITIF;Sekjen PSSI, Yunus Nusi, membantah pihaknya memengaruhi pelatih timnas Indonesia, Shin Tae-yong, yang membela Ketua Umum PSSI, Mochamad Iriawan.  https://t.co/D14bwXoJJ8
1,58E+18;1,58E+18;2022-10-14 08:50:03 SE Asia Standard Time;1,57E+18;koransumsel_com;POSITIF;Join Commitment FIFA, PSSI dan Pemerintah, PSSI Bakal Gelar Kembali Liga 1 pada 25-26 November  https://t.co/MmWcyoUuss
1,58E+18;1,58E+18;2022-10-14 08:50:00 SE Asia Standard Time;1,57E+18;diswayofficial;NEGATIF;Ditanya Tragedi Kanjuruhan, PSSI: Di Luar Kehendak Kita  @PSSI  https://t.co/RbyIW7NRDd
1,58E+18;1,58E+18;2022-10-14 08:49:41 SE Asia Standard Time;1,43E+18;raka_ghazali1;POSITIF;@MafiaWasit @adjisdoaibu ajarin standup yg bener tuh @PSSI nya bang😀😀😀😀
1,58E+18;1,58E+18;2022-10-14 07:40:07 SE Asia Standard Time;58880688;pikiran_rakyat;POSITIF;Bentuk Tanggung Jawab Tragedi Kanjuruhan, PSSI Bentuk Satgas Transformasi Sepak Bola  https://t.co/JmxImFBhl0  https://t.co/KwehR90iUt
1,58E+18;1,58E+18;2022-10-14 07:39:41 SE Asia Standard Time;8,74E+17;piazza_igo;NEGATIF;@DikySoemarno Halah dari dulu ketua PSSI jadi jabatan politik. Ga ada hubungannya sama Kanjuruhan sbnrnya krn yg rusuh bkn pemainnya tp supporternya. Nanti dibentuk PSSCI Persatuan Supporter Seluruh Club Indonesia ya biar imbang. Biar berpolitik semua
1,58E+18;1,58E+18;2022-10-14 07:38:52 SE Asia Standard Time;1,28E+18;cakulul4;NEGATIF;@MafiaWasit Kok iso Yo PSSI goblok
1,58E+18;1,58E+18;2022-10-14 06:54:43 SE Asia Standard Time;135783107;detiksport;POSITIF;Sekjen PSSI, Yunus Nusi, menyebut tak ada perintah dari federasi ke penggawa Timnas Indonesia untuk mendukung Iwan Bule. Dukungan itu dianggapnya natural.  https://t.co/PptpWsIabE
1,58E+18;1,58E+18;2022-10-14 06:54:31 SE Asia Standard Time;173060906;ppancapoet;POSITIF;@AndrisusantoSu2 @HusinShihab @PSSI Krn Aremania (terlepas dr oknun) tdk pernah salah, yg salah itu polisi panpel Presiden, mrk turun lapangan pengen nyapa pemain (mskipun ada yg ngaku dipukul perutnya) mrk melempari kndaraan pemain lawan pengen mnt paraf aja wkwkwkwk, intinya mrk sll benar
1,58E+18;1,58E+18;2022-10-14 06:54:30 SE Asia Standard Time;1,46E+18;iruuu29;POSITIF;@MoshiMoshiShop1 @Sahrulaja09 @ditamoechtar_ okelah gw setuju ketum PSSI hrus yg ngerti bola, tp lihat jg kinerja ibul dlam melayani timnas selama ini gmna. lu liat jg lah perkembangan timnas skarang dibanding masa ketum yg sebelum”nya gmna. jgn hanya 1 atau 2 kesalahan bsa ngehapus semua jasa dri seseorang bro
1,58E+18;1,58E+18;2022-10-14 06:53:18 SE Asia Standard Time;14290344;aldy;POSITIF;@barijoe PSSI? More like PISS
1,58E+18;1,58E+18;2022-10-14 06:52:59 SE Asia Standard Time;378603282;andidarmawan80;POSITIF;Belum tentu nanti kata PSSI..
1,58E+18;1,58E+18;2022-10-14 06:49:25 SE Asia Standard Time;189059637;sonorafmjogja;POSITIF;#SelamatPagiJogja | Tribun Jogja : PSSI : Tragedi kehendak Tuhan. Hari Ini Presiden Terima Hasil Investigasi
1,58E+18;1,58E+18;2022-10-14 06:42:18 SE Asia Standard Time;301538747;yani_akhmad;NEGATIF;@detikcom PSSI bubar aja dulu
1,58E+18;1,58E+18;2022-10-14 06:41:45 SE Asia Standard Time;7,23E+17;eb2e3a8c4a8e4f0;POSITIF;@Nurhayati_hafidz: bkn gitu masalahnya....STY ini dah cocok sma ibul...jika ibul di ganti blm tentu apa yg di inginkan pelatih bisa di turuti ketum PSSI yg akan dtng #STYSTAY
1,58E+18;1,58E+18;2022-10-14 06:41:38 SE Asia Standard Time;18595446;dilitimor;NEGATIF;@PSSI Bandar nya kuat juga ya. Gak mundur2 #pssiwajibtanggungjawab
1,58E+18;1,58E+18;2022-10-14 06:40:05 SE Asia Standard Time;7,23E+17;eb2e3a8c4a8e4f0;POSITIF;@Dave Salim: maksud sty itu bukan mengancam dia cuma menghargai solidaritas.. krn mnurt dia yg bisa menjadi plindung dia di PSSI itu cuma iwanbule.. #STYSTAY
1,58E+18;1,58E+18;2022-10-14 06:38:25 SE Asia Standard Time;1,52E+18;tauberitamedia;POSITIF;Anggota Exco PSSI menilai sikap Shin Tae-yong yang membela Iwan Bule sebagai bentuk solidaritas. Adapun Nova Ariyanto memastikan STY tanpa tekanan.   https://t.co/GBmdaccTk0
1,58E+18;1,58E+18;2022-10-14 06:38:01 SE Asia Standard Time;73674042;kompasbola;POSITIF;Ketum PSSI dan Shin Tae-yong, Pembelaan Exco Hingga Tagar #STYOut  https://t.co/fxYutqd9tX
1,58E+18;1,58E+18;2022-10-14 05:38:48 SE Asia Standard Time;326453024;aprilia_wiji;POSITIF;Erick Thohir dua kali menyelamatkan sepak bola Indonesia: ▶️ 2015 saat terjadinya kisruh antara Menpora dan PSSi ▶️ 2022 akibat terjadinya tragedi Kanjuruhan @erickthohir berhasil menjalankan penugasan dari Presiden Jokowi bertemu dengan Presiden FIFA. #BangkitBersamaET  https://t.co/C7eLhImNXe
1,58E+18;1,58E+18;2022-10-14 05:36:44 SE Asia Standard Time;196187911;jeffryperdana02;POSITIF;@_BangFu Syp tau abis potong 1 generasi PSSi jadi bener. Gak perlu lagi namanya pelatih luar, pelatih lokal pun juga Ok.
1,58E+18;1,58E+18;2022-10-14 05:36:27 SE Asia Standard Time;523490405;diondiane;NEGATIF;@detikcom Innalilahi, semoga diterima disisinya ya PSSI
1,58E+18;1,58E+18;2022-10-14 04:27:36 SE Asia Standard Time;1,23E+18;indisipitri;POSITIF;@penikmasenjah @idextratime Klo pssi bubar gada sepakbola dong
1,58E+18;1,58E+18;2022-10-14 04:24:07 SE Asia Standard Time;1,18E+18;bb_sports_id;POSITIF;PSM Makassar Rela Lepas Pemain ke Timnas Indonesia, Asal...  https://t.co/35kEZZNwHT baca juga berita dari media lainnya di Indonesia di  https://t.co/GkwQxRUMd1   #psmmakassar #timnasindonesia #pssi #shintaeyong #liga1 #pialaasiau20 #vivabola
1,58E+18;1,58E+18;2022-10-14 04:20:28 SE Asia Standard Time;20832125;tmj_nyc_manuf;POSITIF;Looking for your next career? At PSSI, we have multiple ways to apply! You can text PSSIJOBS to 85000 or visit  https://t.co/johVFEaJns to apply for a position near you!  https://t.co/VcRkzoc3gV #Newark, NJ #GeneralLabor
1,58E+18;1,58E+18;2022-10-14 04:13:15 SE Asia Standard Time;211099944;iya_althaf;POSITIF;@SiaranBolaLive Pernyataan terbaik dari pengurus PSSI dan akan sulit dibantah ,,,,,  Terima kasih @PSSI ,,,,,
1,58E+18;1,58E+18;2022-10-14 04:12:02 SE Asia Standard Time;1,18E+18;bb_sports_id;POSITIF;Tembus 100 Besar, Timnas Wanita Indonesia Naik 4 Peringkat di Ranking FIFA  https://t.co/ySeiDcjhfL baca juga berita dari media lainnya di Indonesia di  https://t.co/GkwQxScVr9   #timnaswanitaindonesia #rankingfifa #fifamatchday #rudyekapriyambada #pssi
1,58E+18;1,58E+18;2022-10-14 04:11:28 SE Asia Standard Time;1176803473;jordannugraha;NEGATIF;"Orang2 PSSi &amp; Menpora itu sama, sama2 dungu. Iwan Bule &amp; Zainudin Amali itu sama, sama2 gak ngerti bola tapi selalu yang pertama angkat piala kalo juara."
1,58E+18;1,58E+18;2022-10-14 04:10:30 SE Asia Standard Time;1,36E+18;lignummare;NEGATIF;@PSSI Copot bima sakti !!
1,58E+18;1,58E+18;2022-10-14 04:10:22 SE Asia Standard Time;954833544;akunnyapanda;NEGATIF;PSSI itu udah jelas emang harus potong generasi, reformasi total. Buang orang kolot lama yang ada, ambil anak muda yang paham dan ngga ada konflik kepentingan
1,58E+18;1,58E+18;2022-10-14 04:10:17 SE Asia Standard Time;1,25E+18;mayhg015;POSITIF;@IndirectasRock @Gaaabs__01 pssi
1,58E+18;1,58E+18;2022-10-14 04:09:51 SE Asia Standard Time;1477589617;ardias_as;NEGATIF;Sepakbola Indonesia bukan lagi harus diselamatkan oleh PSSI. Tapi harus diselamatkan DARI PSSI.
1,58E+18;1,58E+18;2022-10-14 04:09:18 SE Asia Standard Time;7,89E+17;bola_utama;POSITIF;Liga Spanyol ( BolaUtama ) #SepakBolaIndonesia #ISL #PSSI
1,58E+18;1,58E+18;2022-10-14 03:10:58 SE Asia Standard Time;302417940;rickynsas;NEGATIF;@KompasTV Udah mau dua minggu baru ngasih respon... payah @PSSI
1,58E+18;1,58E+18;2022-10-14 03:08:09 SE Asia Standard Time;71436318;kompastv;POSITIF;Respon Komnas HAM, PSSI akan Buat Posko Trauma Healing Korban Tragedi Kanjuruhan  https://t.co/t6FjXsUYJy  https://t.co/PKhi2H8S9a
1,58E+18;1,58E+18;2022-10-14 02:50:35 SE Asia Standard Time;1,52E+18;bangtoyib1976;NEGATIF;@detikcom Kemarin katanya gk ada hubungannya dg PSSI. Skrng minta maaf. Pejabat jaman skrng enak bener ngelesnya.
1,58E+18;1,58E+18;2022-10-14 02:50:33 SE Asia Standard Time;7,24E+17;deni_damai;POSITIF;@ainurohman KALO KETUA PSSI BARU NANTI STY OUT.. BELUM TENTU JUGA TIMNAS GACOR.. TUH SUPPORTER YG HARUS JUGA DIKASIH PAHAM JGN MASUK LAPANGAN DAN ANARKI.. JGN CUMA MENYALAHKAN SATU PIHAK AJA
1,58E+18;1,58E+18;2022-10-14 02:49:43 SE Asia Standard Time;1,53E+18;mariaagonzalee_;POSITIF;@escusaes_07 @reguera_alfredo @hugoglezp_ pssi
1,58E+18;1,58E+18;2022-10-14 02:44:51 SE Asia Standard Time;1,41E+18;dudurobot;NEGATIF;@Box2BoxBola @ganesport Maaf ditujukan utk pendiri PSSI, almarhum Bapak Soeratin, penerusmu cuma bisa main main aja. Lebih baik PSSI bubar aja. Udah ga penting lagi. Dari tahun ke tahun organisasi ini orang-orangnya cuma buat sarana tempat untuk kepentingan lain
1,58E+18;1,58E+18;2022-10-14 02:44:19 SE Asia Standard Time;231355136;sindonews;POSITIF;Komnas HAM Dalami Kewenangan PSSI dan PT LIB di Tragedi Kanjuruhan   #Sindonews #BukanBeritaBiasa . https://t.co/dD15r3ki2l
1,58E+18;1,58E+18;2022-10-14 02:43:52 SE Asia Standard Time;175319213;alexberdejo7;POSITIF;@BritoAnny1 Pssi xd
1,58E+18;1,58E+18;2022-10-14 02:39:31 SE Asia Standard Time;1,35E+18;kabaratta;POSITIF;Komnas HAM Dalami Kewenangan PSSI dan PT LIB di Tragedi Kanjuruhan  https://t.co/t0Rb8n81eT
1,58E+18;1,58E+18;2022-10-14 02:39:23 SE Asia Standard Time;1,52E+18;posbakumpranaja;POSITIF;Komnas HAM Dalami Kewenangan PSSI dan PT LIB di Tragedi Kanjuruhan  https://t.co/yfsQWMKM40
1,58E+18;1,58E+18;2022-10-14 02:39:15 SE Asia Standard Time;1,20E+18;firmrei;POSITIF;Komnas HAM Dalami Kewenangan PSSI dan PT LIB di Tragedi Kanjuruhan  https://t.co/gu8ZqqGxUF
1,58E+18;1,58E+18;2022-10-14 02:39:04 SE Asia Standard Time;1,33E+18;21beritaterkini;POSITIF;Komnas HAM Dalami Kewenangan PSSI dan PT LIB di Tragedi Kanjuruhan  https://t.co/ORLjneLnVn
1,58E+18;1,58E+18;2022-10-14 02:34:22 SE Asia Standard Time;1,35E+18;funderrei;POSITIF;Komnas HAM Dalami Kewenangan PSSI dan PT LIB di Tragedi Kanjuruhan  https://t.co/vquMmWNzzH
1,58E+18;1,58E+18;2022-10-14 02:30:54 SE Asia Standard Time;1,50E+18;pssicareers;POSITIF;If you're looking for work in Nashville, TN, check out this job:  https://t.co/SaLHPs3nAU #GeneralLabor
1,58E+18;1,58E+18;2022-10-14 02:30:00 SE Asia Standard Time;85537477;bolanet;POSITIF;PSSI Resmi Bentuk Satgas Transformasi Sepak Bola Indonesia Bersama FIFA, AFC, dan Pemerintah  https://t.co/GNFGNepK3x
1,58E+18;1,58E+18;2022-10-14 02:27:21 SE Asia Standard Time;526175770;adit_wildan;NEGATIF;@FitriHa64022397 @wepe20_ @PSSI Digaji berapa jadi buzzer?? Lanjutin langganan Netflix sana dan nikmati drama Korea mu dengan oden Lawson favorit mu
1,58E+18;1,58E+18;2022-10-14 02:23:14 SE Asia Standard Time;1,35E+18;kartumerahnews;POSITIF;Komnas HAM Dalami Kewenangan PSSI dan PT LIB di Tragedi Kanjuruhan  https://t.co/vIWidNN5K3
1,58E+18;1,58E+18;2022-10-14 02:22:05 SE Asia Standard Time;1,34E+18;readers_id;POSITIF;Menpora: Liga 1 Tunggu Standar Keamanan Rampung #LeadersAreReaders #Menpora #Liga1 #PSSI #Kanjuruhan   https://t.co/HbgzI5DP4f
1,58E+18;1,58E+18;2022-10-14 02:16:24 SE Asia Standard Time;1,50E+18;pssicareers;POSITIF;See our latest Wilsonville, OR job and click to apply:  https://t.co/QFEwZROBij #GeneralLabor
1,58E+18;1,58E+18;2022-10-14 02:15:44 SE Asia Standard Time;63462584;azkagoldi;NEGATIF;PSSI berulah, STY cabut jabatan. Billar berulah, Lesty cabut tuntutan. Sambo cabut nyawa....  Enak ya jadi tersangka.
1,58E+18;1,58E+18;2022-10-14 02:15:01 SE Asia Standard Time;3304601787;bonekboyolali27;NEGATIF;@iIhamzada REVOLUSI PSSI !!!!
1,58E+18;1,58E+18;2022-10-14 02:14:23 SE Asia Standard Time;1,58E+18;fitfitriyaniii;POSITIF;@siapkawalpolri Semua pihak terkait harus berbenah, bukan hanya polri yang harus berbenah. Terutama bagi @PSSI harus sekali berbenah dan evaluasi besar besaran, usut terus pak @ListyoSigitP
1,58E+18;1,58E+18;2022-10-14 01:36:41 SE Asia Standard Time;47274731;okezonenews;POSITIF;Tragedi Kanjuruhan, Komnas HAM Dalami Kewenangan PSSI hingga PT LIB #LengkapCepatBeritanya #BeritaTerkini #Berita #News #BeritaNasional .  https://t.co/z2MuIIcLNq
1,58E+18;1,58E+18;2022-10-14 01:23:25 SE Asia Standard Time;1,56E+18;idayukida19;NEGATIF;Revolusi Exco PSSI #STYSTAY
1,58E+18;1,58E+18;2022-10-14 01:20:49 SE Asia Standard Time;9,01E+17;rodrigosantono;POSITIF;Foto real malam ini https://t.co/G629
1,58E+18;1,58E+18;2022-10-14 01:20:20 SE Asia Standard Time;1,46E+18;auliamed;NEGATIF;Ketua pssi spt ini...?  https://t.co/h6QdBZz3IC
1,58E+18;1,58E+18;2022-10-14 01:18:41 SE Asia Standard Time;1,45E+18;claudio46812549;POSITIF;@vocketfcID Apa yg terjadi di kenjurujan. Bukan slah ketum Pssi. Itu slah semua nya. Buat apa beliau di suruh mundur jika di era beliau timnas mulai membaik.
1,58E+18;1,58E+18;2022-10-14 01:08:52 SE Asia Standard Time;598959076;20detik;POSITIF;PSSI soal Kanjuruhan: Ketum Langsung ke Malang Bentuk Tanggung Jawab  https://t.co/hNDUCwQQIY
1,58E+18;1,58E+18;2022-10-14 00:53:56 SE Asia Standard Time;1,51E+18;pedeipee;NEGATIF;@panditfootball Siapa yg cita citanya mau bakar kantor pssi
1,58E+18;1,58E+18;2022-10-14 00:48:39 SE Asia Standard Time;1,13E+18;ongistand;POSITIF;@rodrigosantono @ikijenglala @crazylionzine @PSSI @pt_lib koyok tau ndelok se fotone🤔
1,58E+18;1,58E+18;2022-10-14 00:45:57 SE Asia Standard Time;1,43E+18;dhimajoy;NEGATIF;@dllx8_ @MonichaRahma @fanyptri Lah kan kami minta revolusi pssi semua bukan  hanya ketua nya . Semua bos Sek akan sty jadi tameng buat pssi . Nama sty jangan lebih besar dengan logo garuda di dada .bos  Kemanusian lebih penting dari pada segalanya
1,58E+18;1,58E+18;2022-10-14 00:37:28 SE Asia Standard Time;598959076;20detik;POSITIF;PSSI: Tragedi Kanjuruhan Diluar Kehendak Kita Semua  https://t.co/JSyMPiJMgG
1,58E+18;1,58E+18;2022-10-14 00:27:08 SE Asia Standard Time;1,57E+18;kenya0855;POSITIF;@PSSI Jadiin korea dong  https://t.co/mnZH1WeT0K
1,58E+18;1,58E+18;2022-10-14 00:26:51 SE Asia Standard Time;1,55E+18;winter_barbeque;POSITIF;@siapkawalpolri Kasus Kanjuruhan merupakan tragedi yg kelam dan menyakitkan untuk kita semua terutama para pecinta sepak bola @PSSI @ListyoSigitP. Mari kita sama2 berdoa untuk para korban, keluarga korban, dan tentunya untuk kita semua atas segala kebaikan yang semoga menyertai kita ke depannya
